raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed,verification_status,confidence,matched_title,matched_authors,matched_venue,matched_doi,source_url,source,notes,elapsed_seconds,input_tokens,output_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
"[11] Nikita Kitaev, Łukasz Kaiser, and Anselm Levskaya. Reformer: The efficient transformer. In International Conference on Learning Representations (ICLR), 2020.",conference_paper,Reformer: The efficient transformer,Nikita Kitaev | Łukasz Kaiser | Anselm Levskaya,2020,International Conference on Learning Representations (ICLR),,,,,,,,,,verified,1.0,Reformer: The Efficient Transformer,Nikita Kitaev | Łukasz Kaiser | Anselm Levskaya,"International Conference on Learning Representations (ICLR), 2020",,https://arxiv.org/abs/2001.04451,web_search,The citation is verified; the title differs only in capitalization.,211.99,34557,841,1,0.007921,0.01,0.017921
"[12] James Lee, Joshua Ainslie, Chi Qian, Barret Zoph, and Neil Houlsby. Fnet: Mixing tokens with fourier transforms. In International Conference on Machine Learning (ICML), 2021.",conference_paper,Fnet: Mixing tokens with fourier transforms,James Lee | Joshua Ainslie | Chi Qian | Barret Zoph | Neil Houlsby,2021,International Conference on Machine Learning (ICML),,,,,,,,,,hallucination,0.99,FNet: Mixing Tokens with Fourier Transforms,James Lee-Thorp | Joshua Ainslie | Ilya Eckstein | Santiago Ontañón,Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,10.18653/V1/2022.NAACL-MAIN.319,https://aclanthology.org/2022.naacl-main.319.pdf,web_search,"The title identifies a real FNet paper, but the citation combines it with a different venue/year and substantially incorrect author identities, constituting a metadata chimera. Matched pages reported upstream: 4296–4313.",204.88,34994,1136,1,0.008362,0.01,0.018362
"[13] Hao Liang, Xiaoyu Shen, Yujing Zhu, Zhihao Huang, Zhiqiang Wang, and Feng Huang. Evit: Eliminating redundant visual tokens for efficient vision transformer. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2022.",conference_paper,Evit: Eliminating redundant visual tokens for efficient vision transformer,Hao Liang | Xiaoyu Shen | Yujing Zhu | Zhihao Huang | Zhiqiang Wang | Feng Huang,2022,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,hallucination,1.0,Not All Patches are What You Need: Expediting Vision Transformers via Token Reorganizations,Youwei Liang | Chongjian Ge | Zhan Tong | Yibing Song | Jue Wang | Pengtao Xie,International Conference on Learning Representations (ICLR),,https://arxiv.org/abs/2202.07800,web_search,"The cited title, CVPR venue, and author list conflict with the primary record for the actual EViT paper, which was published at ICLR 2022.",206.64,38770,1278,2,0.009288,0.02,0.029288
"[14] Wenbo Lu, Shaoyi Zheng, Yuxuan Xia, and Shengjie Wang. Toma: Token merge with attention for image generation with diffusion models. Proceedings of the International Conference on Machine Learning (ICML), 2025.",conference_paper,Toma: Token merge with attention for image generation with diffusion models,Wenbo Lu | Shaoyi Zheng | Yuxuan Xia | Shengjie Wang,2025,Proceedings of the International Conference on Machine Learning (ICML),,,,,,,,,,minor_error,0.99,ToMA: Token Merge with Attention for Diffusion Models,Wenbo Lu | Shaoyi Zheng | Yuxuan Xia | Shengjie Wang,Proceedings of the 42nd International Conference on Machine Learning,,https://proceedings.mlr.press/v267/lu25v.html,web_search,The same ICML 2025 paper is identified. The concrete error is the cited title wording discrepancy. Official pages: 40930–40951.,216.02,41866,1180,2,0.009789,0.02,0.029789
"[15] Sachin Mehta and Mohammad Rastegari. Mobilevit: Light-weight, general-purpose, and mobile-friendly vision transformer. In arXiv preprint arXiv:2110.02178, 2021.",working_paper,"Mobilevit: Light-weight, general-purpose, and mobile-friendly vision transformer",Sachin Mehta | Mohammad Rastegari,2021,arXiv,,2110.02178,,,,,,,,verified,0.95,"MobileViT: Light-weight, General-purpose, and Mobile-friendly Vision Transformer",Sachin Mehta | Mohammad Rastegari,arXiv,10.48550/arXiv.2110.02178,https://arxiv.org/abs/2110.02178,arxiv_static,Verified via arXiv id 2110.02178.,162.32,0,0,0,0.0,0.0,0.0
"[16] Lingchen Meng, Hengduo Li, Bor-Chun Chen, Shiyi Lan, Zuxuan Wu, Yu-Gang Jiang, and Ser-Nam Lim. Adavit: Adaptive vision transformers for efficient image recognition. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition, pages 12309-12318, 2022.",conference_paper,Adavit: Adaptive vision transformers for efficient image recognition,Lingchen Meng | Hengduo Li | Bor-Chun Chen | Shiyi Lan | Zuxuan Wu | Yu-Gang Jiang | Ser-Nam Lim,2022,Proceedings of the IEEE/CVF conference on computer vision and pattern recognition,,,12309-12318,,,,,,,verified,1.0,AdaViT: Adaptive Vision Transformers for Efficient Image Recognition,Lingchen Meng | Hengduo Li | Bor-Chun Chen | Shiyi Lan | Zuxuan Wu | Yu-Gang Jiang | Ser-Nam Lim,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01199,https://doi.org/10.1109/cvpr52688.2022.01199,crossref_title_static,Verified via static CrossRef title search (score: 1.00),74.54,0,0,0,0.0,0.0,0.0
"[17] Yiping Qiu, Xu Tan, Fei Tian, Yaohui Wang, Tao Qin, Wei Chen, and Tie-Yan Liu. cosformer: Rethinking softmax in attention. arXiv preprint arXiv:2202.08791, 2022.",working_paper,cosformer: Rethinking softmax in attention,Yiping Qiu | Xu Tan | Fei Tian | Yaohui Wang | Tao Qin | Wei Chen | Tie-Yan Liu,2022,arXiv,,2202.08791,,,,,,,,hallucination,1.0,cosFormer: Rethinking Softmax in Attention,Zhen Qin | Weixuan Sun | Hui Deng | Dongxu Li | Yunshen Wei | Baohong Lv | Junjie Yan | Lingpeng Kong | Yiran Zhong,arXiv,10.48550/arXiv.2202.08791,https://arxiv.org/abs/2202.08791,arxiv_static,"CrossRef arxiv_static matches title/DOI (score: 1.00), but cited author identities disagree with the official list. Unmatched cited author(s): Yiping Qiu, Xu Tan, Fei Tian, Yaohui Wang, Tao Qin, Wei Chen, Tie-Yan Liu. Official authors: Zhen Qin, Weixuan Sun, Hui Deng, Dongxu Li, Yunshen Wei, Baohong Lv, Junjie Yan, Lingpeng Kong, Yiran Zhong.",117.7,0,0,0,0.0,0.0,0.0
"[18] Yongming Rao, Wenliang Zhao, Zhijian Tang, Jie Zhou, Chen Change Loy, and Jiwen Lu. Dynamicvit: Efficient vision transformers with dynamic token sparsification. In Advances in Neural Information Processing Systems (NeurIPS), 2021.",conference_paper,Dynamicvit: Efficient vision transformers with dynamic token sparsification,Yongming Rao | Wenliang Zhao | Zhijian Tang | Jie Zhou | Chen Change Loy | Jiwen Lu,2021,Advances in Neural Information Processing Systems (NeurIPS),,,,,,,,,,hallucination,1.0,DynamicViT: Efficient Vision Transformers with Dynamic Token Sparsification,Yongming Rao | Wenliang Zhao | Benlin Liu | Jiwen Lu | Jie Zhou | Cho-Jui Hsieh,Advances in Neural Information Processing Systems (NeurIPS),,https://proceedings.neurips.cc/paper_files/paper/2021/file/747d3443e319a22747fbb873e8b2f9f2-Paper.pdf,web_search,"The title, venue, and year identify the real DynamicViT NeurIPS paper, but the author list is substantially incorrect. Two cited authors are different people from the official authors, and two official authors are omitted.",181.87,34643,1148,1,0.008306,0.01,0.018306
"[19] Yongming Rao, Wenliang Zhao, Zheng Zhu, Jie Zhou, and Jiwen Lu. Gfnet: Global filter networks for visual recognition. IEEE Transactions on Pattern Analysis and Machine Intelligence, 45(9):10960-10973, 2023.",journal_article,Gfnet: Global filter networks for visual recognition,Yongming Rao | Wenliang Zhao | Zheng Zhu | Jie Zhou | Jiwen Lu,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,45,9,10960-10973,,,,,,,verified,1.0,GFNet: Global Filter Networks for Visual Recognition,Yongming Rao | Wenliang Zhao | Zheng Zhu | Jie Zhou | Jiwen Lu,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2023.3263824,https://doi.org/10.1109/tpami.2023.3263824,crossref_title_static,Verified via static CrossRef title search (score: 1.00),34.88,0,0,0,0.0,0.0,0.0
"[20] Oren Rippel and Ryan P Adams. Spectral representations for convolutional neural networks. In Advances in Neural Information Processing Systems (NeurIPS), 2015.",conference_paper,Spectral representations for convolutional neural networks,Oren Rippel | Ryan P Adams,2015,Advances in Neural Information Processing Systems (NeurIPS),,,,,,,,,,minor_error,0.99,Spectral Representations for Convolutional Neural Networks,Oren Rippel | Jasper Snoek | Ryan P. Adams,Advances in Neural Information Processing Systems 28 (NIPS 2015),,https://proceedings.neurips.cc/paper/2015/hash/536a76f94cf7535158f66cfbd4b113b6-Abstract.html,web_search,"The paper was published in the 2015 NeurIPS proceedings; the official record and paper PDF confirm the title, authors, and venue. The proceedings metadata lists pages 2449–2457. The substantive citation error is the omission of Jasper Snoek from an otherwise apparently complete author list.",116.85,38702,1087,1,0.009045,0.01,0.019045
"[21] Robin Rombach, Andreas Blattmann, Dominik Lorenz, Patrick Esser, and Björn Ommer. High-resolution image synthesis with latent diffusion models. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition, pages 10684-10695, 2022.",conference_paper,High-resolution image synthesis with latent diffusion models,Robin Rombach | Andreas Blattmann | Dominik Lorenz | Patrick Esser | Björn Ommer,2022,Proceedings of the IEEE/CVF conference on computer vision and pattern recognition,,,10684-10695,,,,,,,verified,1.0,High-Resolution Image Synthesis with Latent Diffusion Models,Robin Rombach | Andreas Blattmann | Dominik Lorenz | Patrick Esser | Bjorn Ommer,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01042,https://doi.org/10.1109/cvpr52688.2022.01042,crossref_title_static,Verified via static CrossRef title search (score: 1.00),41.23,0,0,0,0.0,0.0,0.0
"[22] Ethan Smith, Nayan Saxena, and Aninda Saha. Todo: Token downsampling for efficient generation of high-resolution images. arXiv preprint arXiv:2402.13573, 2024.",working_paper,Todo: Token downsampling for efficient generation of high-resolution images,Ethan Smith | Nayan Saxena | Aninda Saha,2024,arXiv,,2402.13573,,,,,,,,verified,0.95,ToDo: Token Downsampling for Efficient Generation of High-Resolution Images,Ethan Smith | Nayan Saxena | Aninda Saha,arXiv,10.48550/arXiv.2402.13573,https://arxiv.org/abs/2402.13573,arxiv_static,Verified via arXiv id 2402.13573.,63.22,0,0,0,0.0,0.0,0.0
"[23] Zhen Tang, Song Zhang, and Xinchao Zhang. Patch slimming for efficient vision transformers. In European Conference on Computer Vision (ECCV), 2021.",conference_paper,Patch slimming for efficient vision transformers,Zhen Tang | Song Zhang | Xinchao Zhang,2021,European Conference on Computer Vision (ECCV),,,,,,,,,,hallucination,1.0,Patch Slimming for Efficient Vision Transformers,Yehui Tang | Kai Han | Yunhe Wang | Chang Xu | Jianyuan Guo | Chao Xu | Dacheng Tao,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,https://openaccess.thecvf.com/content/CVPR2022/html/Tang_Patch_Slimming_for_Efficient_Vision_Transformers_CVPR_2022_paper.html,web_search,"The title identifies a real paper, but the cited author list and venue/year combine it with incorrect metadata. This is a substantive bibliographic chimera, not a minor citation formatting error. Matched pages reported upstream: 12165–12174.",104.12,45138,1116,2,0.010367,0.02,0.030367
"[24] Hugo Touvron, Matthieu Cord, Matthijs Douze, Francisco Massa, Alexandre Sablayrolles, and Hervé Jégou. Training data-efficient image transformers & distillation through attention. In International conference on machine learning, pages 10347-10357. PMLR, 2021.",conference_paper,Training data-efficient image transformers & distillation through attention,Hugo Touvron | Matthieu Cord | Matthijs Douze | Francisco Massa | Alexandre Sablayrolles | Hervé Jégou,2021,International conference on machine learning,,,10347-10357,,,,PMLR,,,verified,1.0,Training data-efficient image transformers & distillation through attention,Hugo Touvron | Matthieu Cord | Matthijs Douze | Francisco Massa | Alexandre Sablayrolles | Herve Jegou,Proceedings of the 38th International Conference on Machine Learning,,https://proceedings.mlr.press/v139/touvron21a.html,web_search,"The cited pages are 10347–10357, as established by the official PMLR record.",102.1,36200,806,1,0.008207,0.01,0.018207
"[25] Hongjie Wang, Difan Liu, Yan Kang, Yijun Li, Zhe Lin, Niraj K Jha, and Yuchen Liu. Attention-driven training-free efficiency enhancement of diffusion models. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, pages 16080-16089, 2024.",conference_paper,Attention-driven training-free efficiency enhancement of diffusion models,Hongjie Wang | Difan Liu | Yan Kang | Yijun Li | Zhe Lin | Niraj K Jha | Yuchen Liu,2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,16080-16089,,,,,,,verified,1.0,Attention-Driven Training-Free Efficiency Enhancement of Diffusion Models,Hongjie Wang | Difan Liu | Yan Kang | Yijun Li | Zhe Lin | Niraj K. Jha | Yuchen Liu,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52733.2024.01522,https://doi.org/10.1109/cvpr52733.2024.01522,crossref_title_static,Verified via static CrossRef title search (score: 1.00),29.73,0,0,0,0.0,0.0,0.0
"[26] Sinong Wang, Belinda Z. Li, Madian Khabsa, Han Fang, and Hao Ma. Linformer: Self-attention with linear complexity. arXiv preprint arXiv:2006.04768, 2020.",working_paper,Linformer: Self-attention with linear complexity,Sinong Wang | Belinda Z. Li | Madian Khabsa | Han Fang | Hao Ma,2020,arXiv,,2006.04768,,,,,,,,verified,0.95,Linformer: Self-Attention with Linear Complexity,Sinong Wang | Belinda Z. Li | Madian Khabsa | Han Fang | Hao Ma,arXiv,10.48550/arXiv.2006.04768,https://arxiv.org/abs/2006.04768,arxiv_static,Verified via arXiv id 2006.04768.,63.21,0,0,0,0.0,0.0,0.0
"[27] Zhou Wang, Alan C Bovik, Hamid R Sheikh, and Eero P Simoncelli. Image quality assessment: from error visibility to structural similarity. IEEE transactions on image processing, 13(4):600-612, 2004.",journal_article,Image quality assessment: from error visibility to structural similarity,Zhou Wang | Alan C Bovik | Hamid R Sheikh | Eero P Simoncelli,2004,IEEE transactions on image processing,13,4,600-612,,,,,,,verified,1.0,Image quality assessment: from error visibility to structural similarity,Zhou Wang | A.C. Bovik | H.R. Sheikh | E.P. Simoncelli,IEEE Transactions on Image Processing,10.1109/tip.2003.819861,https://doi.org/10.1109/tip.2003.819861,crossref_title_static,Verified via static CrossRef title search (score: 1.00),35.36,0,0,0,0.0,0.0,0.0
"[28] Zhou Wang, Eero P Simoncelli, and Alan C Bovik. Multiscale structural similarity for image quality assessment. In The Thrity-Seventh Asilomar Conference on Signals, Systems & Computers, 2003, volume 2, pages 1398-1402. Ieee, 2003.",conference_paper,Multiscale structural similarity for image quality assessment,Zhou Wang | Eero P Simoncelli | Alan C Bovik,2003,"The Thrity-Seventh Asilomar Conference on Signals, Systems & Computers",2,,1398-1402,,,,Ieee,,,verified,0.99,Multiscale structural similarity for image quality assessment,Zhou Wang | Eero P. Simoncelli | Alan C. Bovik,"Proc. 37th Asilomar Conf on Signals, Systems and Computers",10.1109/ACSSC.2003.1292216,https://www.cns.nyu.edu/~eero/ABSTRACTS/wang03b-abstract.html,web_search,"The citation identifies the correct conference paper. The only discrepancy is the typographical spelling “Thrity-Seventh” instead of “Thirty-Seventh,” which is cosmetic.",96.85,30654,1043,2,0.007382,0.02,0.027382
"[29] Zhenzhong Xiong, Zhebei Wang, Jianyi Peng, Kun Zhi, Sidi Lu, Jiang Bian, Shiwu Sun, and Tie-Yan Liu. Nyströmformer: A nyström-based algorithm for approximating self-attention. arXiv preprint arXiv:2102.03902, 2021.",working_paper,Nyströmformer: A nyström-based algorithm for approximating self-attention,Zhenzhong Xiong | Zhebei Wang | Jianyi Peng | Kun Zhi | Sidi Lu | Jiang Bian | Shiwu Sun | Tie-Yan Liu,2021,arXiv,,2102.03902,,,,,,,,hallucination,1.0,Nyströmformer: A Nyström-Based Algorithm for Approximating Self-Attention,Yunyang Xiong | Zhanpeng Zeng | Rudrasis Chakraborty | Mingxing Tan | Glenn Fung | Yin Li | Vikas Singh,arXiv,10.48550/arXiv.2102.03902,https://arxiv.org/abs/2102.03902,arxiv_static,"CrossRef arxiv_static matches title/DOI (score: 1.00), but cited author identities disagree with the official list. Unmatched cited author(s): Zhenzhong Xiong, Zhebei Wang, Jianyi Peng, Kun Zhi, Sidi Lu, Jiang Bian, Shiwu Sun, Tie-Yan Liu. Official authors: Yunyang Xiong, Zhanpeng Zeng, Rudrasis Chakraborty, Mingxing Tan, Glenn Fung, Yin Li, Vikas Singh.",60.95,0,0,0,0.0,0.0,0.0
"[30] Manzil Zaheer, Guru Guruganesh, Kumar Avinava Dubey, Joshua Ainslie, Chris Alberti, Santiago Ontañón, Philip Pham, Anirudh Ravula, Qifan Wang, Li Yang, and Amr Ahmed. Big bird: Transformers for longer sequences. arXiv preprint arXiv:2007.14062, 2020.",working_paper,Big bird: Transformers for longer sequences,Manzil Zaheer | Guru Guruganesh | Kumar Avinava Dubey | Joshua Ainslie | Chris Alberti | Santiago Ontañón | Philip Pham | Anirudh Ravula | Qifan Wang | Li Yang | Amr Ahmed,2020,arXiv,,2007.14062,,,,,,,,verified,0.95,Big Bird: Transformers for Longer Sequences,Manzil Zaheer | Guru Guruganesh | Avinava Dubey | Joshua Ainslie | Chris Alberti | Santiago Ontanon | Philip Pham | Anirudh Ravula | Qifan Wang | Li Yang | Amr Ahmed,arXiv,10.48550/arXiv.2007.14062,https://arxiv.org/abs/2007.14062,arxiv_static,Verified via arXiv id 2007.14062.,60.4,0,0,0,0.0,0.0,0.0
"[31] Wang Zeng, Sheng Jin, Wentao Liu, Chen Qian, Ping Luo, Wanli Ouyang, and Xiaogang Wang. Not all tokens are equal: Human-centric visual analysis via token clustering transformer. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition, pages 11101-11111, 2022.",conference_paper,Not all tokens are equal: Human-centric visual analysis via token clustering transformer,Wang Zeng | Sheng Jin | Wentao Liu | Chen Qian | Ping Luo | Wanli Ouyang | Xiaogang Wang,2022,,,,11101-11111,,,Proceedings of the IEEE/CVF conference on computer vision and pattern recognition,,,,verified,1.0,Not All Tokens Are Equal: Human-centric Visual Analysis via Token Clustering Transformer,Wang Zeng | Sheng Jin | Wentao Liu | Chen Qian | Ping Luo | Wanli Ouyang | Xiaogang Wang,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01082,https://doi.org/10.1109/cvpr52688.2022.01082,crossref_title_static,Verified via static CrossRef title search (score: 1.00),43.99,0,0,0,0.0,0.0,0.0
"[32] Richard Zhang, Phillip Isola, Alexei A Efros, Eli Shechtman, and Oliver Wang. The unreasonable effectiveness of deep features as a perceptual metric. In Proceedings of the IEEE conference on computer vision and pattern recognition, pages 586-595, 2018.",conference_paper,The unreasonable effectiveness of deep features as a perceptual metric,Richard Zhang | Phillip Isola | Alexei A Efros | Eli Shechtman | Oliver Wang,2018,,,,586-595,,,Proceedings of the IEEE conference on computer vision and pattern recognition,,,,verified,1.0,The Unreasonable Effectiveness of Deep Features as a Perceptual Metric,Richard Zhang | Phillip Isola | Alexei A. Efros | Eli Shechtman | Oliver Wang,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr.2018.00068,https://doi.org/10.1109/cvpr.2018.00068,crossref_title_static,Verified via static CrossRef title search (score: 1.00),35.65,0,0,0,0.0,0.0,0.0
